5	Positive
I'm so exhausted but my baby boy is here  7 pounds 10 ounces & 19 inches long. I can't wait until I can see him & hold him. 	1	0
I gave birth to a blessing today. 8 pounds 12 ounces I told y'all he was gonna be big as hell 	1	0
With my luck my water would break in the chair .. Considering today is my due date . 	1	0
15 days until my due date 12/12/14 	1	0
Yeah you get more chill with the 2nd baby, but I'm 39 weeks and we still haven't put the car seat in. BUT we have lots of chips. #priorities 	1	0
my due date is tomorrow this is what I get for saying he was gonna come early 	1	0
9 days until my due date, predictions in now! I think 6th Aug, 8lbs 6oz and a mullet of black hair like me when I was born 	1	0
I'm 5 days away from my due date. 5. Holy smokes. 	1	0
How do you go into labor early  I'm 38 weeks so it's not to early 	1	0
5 days until my due date and 9 until my scheduled c-section. But this little lady is welcome to come before them both!! 	1	0
Last baby bump picture until babyT arrives. I am 38 weeks pregnant as of Tuesday and am dying to meet… http://instagram.com/p/lC7gELo6Rl/ 	1	0
Exactly one week ago at 5:53 pm I gave birth to this handsome 7lb 15oz little boy. This week has been… https://instagram.com/p/0s-esQoIjv/ 	1	0
Baby Ezra is here ! 6 pounds 6 ounces 	1	0
9 days till my due date 	1	0
I'm delighted to introduce you all to our son, Harrison Joseph! Born 23rd June at a very robust 4.2kg with an abso… http://ift.tt/2s3r8VN 	1	0
Knowing my due date is 13 days away: 	1	0
1 week until my due date.. Let's pray there's more progress at this doctor appointment! 	1	0
Everyone meet Aubrey Alexis Schmidt, born 11:15 8lbs4oz 19.5in!  Way to go on another beaut seester!!… http://instagram.com/p/k7daZUHuKh/ 	1	0
Can't quite believe it but I'm 39 weeks pregnant today! Seven days until my due date and baby Wilson is a chunky little monkey now 	1	0
I highly recommend this routine for any moms and moms to be! I'm 39 weeks and I still enjoy doing this routine... http://fb.me/24TBMDbRc 	1	0
I'm due in 2 days and my body don't feel like I'm going into labor noooo time soon 	1	0
38 weeks today, 14 days till my due date, 1 false labor... COME ON MILA 	1	0
@amberlfillerup Thank you! I'm so nervous - I'm 38 weeks! I keep showing my husband your adorable family - congrats to you, too! 	1	0
3 weeks from my due date, and my mind refuses to shut off. So here I am… 	1	0
So my son jayce update:                   That he is reading 4 weeks ahead, im 38 weeks now and his growth is reading 42 weeks 	1	0
As if my due date is 10 days away. I hope hope hope he doesn't keep me waiting!!! 	1	0
My baby girl was born today at 3:16 . She is 7lbs 12oz 	1	0
3 days till my due date, 2 days till we go to the hospital guess Mason is just content inside my belly 	1	0
I'm 39 weeks pregnant, which means I haven't been out of pajamas in weeks unless im going to the doctor. I feel like a bum. 	1	0
Welcome to the world, #BabyFish!  Born yesterday, 4/7/15, at 3:01pm at 8 lbs, 8 oz and 22 inches… https://instagram.com/p/1ONYJ-pY8Z/ 	1	0
19 days till my due date and I couldn't be anymore excited  I'm ready for my baby boy 	1	0
Everybody disregard  @Dani_price98  snapchat story of me bc I look like a whale. But I'm 39 weeks pregnant so I have an excuse 	1	0
I'm 39 weeks pregnant and it really seems like I'm ... — A lot of my friends had theirs at 40 and some had t... https://curiouscat.me/kschottt/post/193293272?t=1502683864… 	1	0
I cannot believe 6 years ago at 8:32pm I gave birth to a 8lb 10oz baby boy. Happy 6th Birthday… https://instagram.com/p/BGerF7mCnhO/ 	1	0
our gorgeous daughter Delilah-Rose Sabrije Duraku was born on the 31st Jan 2017, weighing 7 pounds 7oz at 1:58 am, I'm in love 	1	0
World meet Tori Annette Hunter born March 18th at 7:19 am weighing 7lbs 2oz. I am in absolute love … http://instagram.com/p/lr_3F7I6cM/ 	1	0
At 2:45am, on 10/09/2017 Tyler Jameson Hansen was born; weighing 8lb 15oz (4.06kg) & 51.8cm long. Named after  @tseguinofficial  @DallasStars 	1	0
I'm late with everything I'm due in 2 weeks and my bag not packed yet smdh 	1	0
Raelyn Bell. Born at 10:32 weighing 8lbs 3 oz and 20 1/2 inches long. She's perfect!! 	1	0
I know! So many of us! But nope I'm 38 weeks tomorrow. Doc thinks she'll come early I'm thinking late though 	1	0
Deja Michelle Taylor was born 9/14/13 at 2:55pm.. She's 19 1/4 inches and weighs 6lbs and 14 oz.. I'm… http://instagram.com/p/eSaCv4oF_3/ 	1	0
I'm 40 weeks and this baby will not come. I've tried everything! Yoga ball, walking, sex,  spicy food. You name it but nothing! 	1	0
My precious little porcelain doll, Hudson Taylor, born on 4/17/14 at 4:39pm, 8lbs 10oz & 20in long, we… http://instagram.com/p/nDPMwrslY_/ 	1	0
Baby Braelynn was born at 5:36 weighing 7 lb 4oz! She is so perfect in every way, we are so in love!… http://instagram.com/p/uy62LIizis/ 	1	0
4 days till my due date 	1	0
Half the people I know are out of town and my due date is tomorrow so it seems like the logical time for me to go into labor, right? 	1	0
Trying to get ahold of you when I'm 6 days from my due date should not be this fucking hard. 	1	0
I have just over 2 weeks until I'm due to pop so I'm ok. Got these gorgeous bunnies to coo over lol 	1	0
meet our son Kieran Asher Rohland  he was born last night at 5:33pm & weighed a whopping 9lb9oz… https://instagram.com/p/BMkDzeRB6JS/ 	1	0
@MoparPhoenix  Yes, I'm due in 2 weeks! Glad you are well. I saw pics of you on FB, you're so grown up and gorgeous, girl!! Glad u found me! 	1	0
8 days until my due date... Come on baby I am bored lol 	1	0
12 days till my due date it doesnt feel real 	1	0
I'm 39 weeks today!  Hopefully Emerson will make his arrival very soon! I'm definitely done being pregnant  haha 	1	0
I'm 37 weeks pregnant today and have just seen that this is classed as full term... Eeeeeek! Not long now! x 	1	0
Princess Update: My dr has decided not to induce me even though i'm 37 weeks and miserable. Both babies are head... http://fb.me/4pbHkx2mZ 	1	0
I'm 38 weeks today :") 	1	0
he falls under the percentile, im 37 weeks already, and he only gained a little bit in 3 weeks .. 	1	0
Jace Abraham Edwards born 1:55pm weighing 7lbs 8oz! We are so in love  https://instagram.com/p/86fzAVKVOk/ 	1	0
My Prince Armani Josiah arrived May 13th 2016 at 3:35pm weighing 6lbs , 6oz & 19.5 long! 	1	0
well... i'm 39 weeks today 	1	0
3 days till my due date. 3 mofo days. I've been waiting so long for this. 	1	0
@BumbleBri_69 it's been a long road. I'm 39 weeks and I'm due Tuesday. I need her out!!!! 	1	0
4 days til i'm due  probably forever til she decides to come though 	1	0
My precious baby boy born at 3:22am. 7 lbs 14 oz and 20 inches long. Pure perfection. 	1	0
Baby boy born September 6 ,2017 7lbs 15oz and was 20ins long 	1	0
Alicio Miguel Rivera arrived at 10:06 pm July 16th, 2017. weighing 6 pounds 11 ounces measuring at 20 1/2 inches. & HE HAS HAIR 	1	0
Proud mama. Proud papa. Welcome baby Gabriella Ann Marie Rivera 7 lbs 7 oz. 19 3/4 in long. #… https://instagram.com/p/BMp9wCOgiMp/ 	1	0
Kaidence Chaniya Mitchell Born At 3:20 pm weighing 6 pounds 5 ounces . 	1	0
Let me officially introduce y'all to baby Yadi  Born June 3rd, 2016 @ 5:13pm 10lb 3oz & 22 inches 	1	0
I post that I'm 40 weeks and people think it's time to give their fkn opinions like I give a fk 	1	0
@redpenmamapgh  It sure is!!!! Born yesterday on 7/11 at 10:11 pm, weighing 7 lb 11 oz. 	1	0
I'm 37 weeks today !!! 	1	0
Alexis Daniel Torres is finally here! He was born September 20, 2015 @ 7:50 pm weighing 7lbs 13oz he as 20in long 	1	0
Albie George William Lane born at 10:25pm weighing 9lb 14oz.. He's so much like his daddy 	1	0
Joseph Matthew Baucco Jr. Born at 11:45am weighing 8lbs 4oz, 19 1/2 inches long. I love him so much he… http://instagram.com/p/ubWOMgpN3y/ 	1	0
according to Nyla's size, today's my due date. 	1	0
Everywhere we go people comment on how big Poppy is for her age. I guess at a birth weight of 8lb 13oz she was... http://fb.me/73CGWpLdC 	1	0
I really never sit down I'm 2 weeks away from my due date going grocery shopping by myself & bringing them up by myself 	1	0
April 6, 2016 Hazel Ann Weickum was born at 7:20 pm weighing 7 lbs 7 oz and 20 inches long. She is a true blessing 	1	0
I can't believe we're parents! Ivy was born yesterday at 8:46 am. 8 lbs 12 oz 14 hours of labor. A miracle! 	1	0
Happy July  8 days away from my due date now 	1	0
@lipglosscrayons  I'm 37 weeks & a few days, official due date Dec22. But I'm 2-3cm dilated as of Monday. We're sitting on go, ready whenever 	1	0
9 days till Christmas   15 days till my due date 	1	0
I'm 38 Weeks Today  Only 2 More Weeks 	1	0
Baby Michael has arrived ! 7 pounds 15 ounces ! 	1	0
At 7:51 tonight was when Harrison was born at 8 pounds 6 oz. Time flys by when your a parent. 	1	0
Pleased to finally announce I gave birth this morning to my beautiful baby boy, weighing in at 9lbs 9oz. So so happy 	1	0
I just realized my due date is 18 days away. That's crazy!!!!!  #babybrynn 	1	0
39 weeks today.. Only 1 week til my due date. Come on G5 any day now! 	1	0
One year ago today, @zanne1111973 almost guessed littleman's arrival perfectly.   4/29 @ 5:05a weighing 8lb 2oz 	1	0
Omg. I just looked back at pictures the day Easton was born and he was so little! What happened to my 7 lb 14 oz 20 inch long baby?! 	1	0
My birth story!! My line jumper, Susan Ollyne, 8 lbs 14 ozs, 20 inches, and perfect. 	1	0
Sir I'm 40 weeks 4 days pregnant 	1	0
My due date is tomorrow  https://twitter.com/dexnumbafour4/status/890404941960953857… 	1	0
Kaleb Alexander Campos Born on August 10th 2015 at 5:25 PM. He weighs 8 lbs 12 oz and 21 inches… https://instagram.com/p/6OyxWki5Ir/ 	1	0
@liddoPatyXoxo  omg paty 41 weeks! Lol yeah that's the most! I'm 38 weeks & dilated to a 3 y ya no aguanto 	1	0
Good morning friends! It's Wednesday. Tomorrow is my due date.... Still pregnant ;) 	1	0
Less than 3 weeks until my due date. Trying to stay as calm as possible. I have some me-time this week and would love for him to stay  put. 	1	0
TODAY IS MY DUE DATE.  come on Javion Tyler, mommy & daddy are ready to meet you. 	1	0
So it's the 4th of July which means today is my due date ... But this isn't a hospital pic!  Baby… http://instagram.com/p/qC-jY6l-xx/ 	1	0
Now that I'm full term, I want to do everything I can to naturally jumpstart this labor!! I'm ready to meet my little pumpkin!! 	1	0
this girl today thought I was only 4-5 months pregnant... lmao nah I'm due in 20 days 	1	0
8 days until my due date but hopefully hims stubborn but comes sooner ;) 	1	0
Baby CeCe is here!!! Celia Rhea Rios was born at 10:06pm on 10/1/16. 7lbs 3oz. 20in long  She is perfect. We're in heaven. 	1	0
First Picture born 12/4/2016 @ 11:34pm . 7lbs 14oz and 20" long #EzraJacob 	1	0
@NursingNurture  At birth, Kamden was 7lbs 10oz and 20inches. At 2 months, he's 13lbs 13 oz and 23 inches. Mommy's milk does a body good!!!! 	1	0
37 weeks today which means one thing ! I'm full term wooooooo come on baby you can come now 󾌳󾌲 	1	0
Paige Kimberley Taylor born 5/11/16 at 5.13am 7 lbs 11oz 	1	0
DeLylah Anne Elise Cudney was born this morning.  8lbs 3oz & 20 inches, the exact same measurements as her big sissy was #HappyFathersDay 	1	0
Ayden Michael is here. So blessed to finally meet my baby boy 7lbs 13oz 19 1/2 inches. My heart… https://instagram.com/p/_5aOZyK82T/ 	1	0
@AmberDawnSavage No lol Ariana was born at 39w4d at 7 pounds 5 oz and Izrael was born at 38w4d & weighed 7 pounds 7 oz 	1	0
Baby Zachary Josiah is finally here!!! He was born today 11/19 at 8:19pm, he weights 8lbs 10oz and is… https://instagram.com/p/-S_iQ8FIn7/ 	1	0
My beautiful Harrison born on April 26th 10:40pm at 39+4, 9lbs 10 oz and 21.5 inches! 	1	0
Zayne is here!! via emergency c section! & he's fat 8 pounds 1 oz! 	1	0
@mommy_probbs  ugh!!!!!! im 38 weeks and he still wont come im tired of being preggo 	1	0
I gave birth to the most beautiful little girl May 2, 2015 @ 7:03 pm weighing 8 pounds 12 oz & 21.5 inches long! 	1	0
@PregnancyCorner  Hazel Eden Lay, born 4:27 this morning! 6 lbs, 11 oz, and 21 inches long. I'm one happy mama :) 	1	0
My curly top baby finally decided to make his arrival. 3/19/15 7lbs 15oz. Jakari Semaj https://instagram.com/p/0dAvaQIIn9/ 	1	0
I'm due in 13 days. wut 	1	0
He's here!! Oscar Jack James arrived at 22.39 last night - his due date - weighing 7lbs 10oz. We are so in love 	1	0
Amelia White born 13.05.2015 weighing 8lbs 8oz. My everything xxx 	1	0
So today's my due date & I'm highly frustrated that I'm still very much pregnant. 	1	0
@angiellyah  lol I'm 40 weeks tomorrow and nothing yet lol 	1	0
3 days from my due date 	1	0
I'm 37 weeks today and being checked. 	1	0
I'd like to introduce you to our son, Benjamin David Piette. 6lbs 9oz of perfection. (cc:  @jpruns ) http://instagram.com/p/nkZcQsCwsI/ 	1	0
Destiny Danielle Ann Meredith  born @ 9:06 7lbs 12oz 19in 	1	0
So I'm due tomorrow... might as well cheer on the Tops today!! #GoTops #WKU #BigRed #BeatVandy #SelloutVandy #WKUGameFace  @WKUBigRed 	1	0
Round 7 pounds but she came out 9 pounds and 10 ounces, i did not expect her to be that big lol 	1	0
Today is my due date..... Still pregnant.... 	1	0
It's September - I'm 38 weeks pregnant... 	1	0
16 days till my due date and "uncomfortable" is now an understatement 	1	0
@roflpaige i can't wait either , 10 days till my due date, doctor says if he's still not here, I'll be induced very soon after. 	1	0
Ari Noelle Moa Born June 13, 2014 7lbs 14oz & 21in At 8:12 pm  I can't believe our beautiful girl is… http://instagram.com/p/pfJX78Nj5A/ 	1	0
@fraudwonderwomn  I'm 39 weeks tomorrow. With Toby my waters broke 2 days before I went into labour so I had some warning. No idea this time! 	1	0
Meet our girl!! Avril Jean! Born at 6:06pm 8lbs 11oz 21in 	1	0
6 days until my due date, 0 stretch marks. Baby number 2! #GodIsGood 	1	0
I love you all so so much & I know you care & it truly does warm my heart.  But, seeing as I'm 40 weeks pregnant... http://fb.me/1fSpbqDTi 	1	0
I'm due in 2 days and there's no signs of labor coming 	1	0
and I'm 40 weeks pregnant so it feels like 2am thank you 	1	0
@sarahdessen 5 days from my due date....at least this is keeping me entertained!! 	1	0
My due date is tomorrow 	1	0
Today is my due date. 	1	0
4 days until my due date! Aaahhh 	1	0
I'm 39 weeks and 2 days pregnant and this baby ain't even close! Dilated 2 cent and I'm having contractions but not enough to keep me 	1	0
19 days until my due date 	1	0
Elijah Arthur Clark  Born 10th July weighing 10lbs 5oz!  I'm complete 	1	0
today is my due date. 	1	0
Matthew Joseph Skipper, born at 11:27pm and 10 lbs 11 oz! 	1	0
girl I'm not going to buy nothing  I'm due tomorrow I thought coconut oil was the best. 	1	0
When I first got pregnant I didn't understand why moms tried so hard to get there babies out a little early. now that I'm 37 weeks, I get it 	1	0
I only have 19 days until my due date! Where did the time go!? 	1	0
Only 8 days until my due date?!?! Well whatever that means, I am letting it go because I could have 3 more weeks... http://fb.me/1Grd76kdS 	1	0
I'm 38 weeks &doc tells me Im having a beautiful pregnancy & I still have a ways to go, possible  to pass the due date! 	1	0
21 days until my due date 	1	0
My son came home in 0-3/3 months clothes he was 9lbs 4 oz. so I'm only buying a couple newborn for his brother 	1	0
*PREDICTION TIME* Today's appt revealed I'm 2-3cm dilated. What's your guess on Baby K's birth date? I'm 37 wks & due Dec 22. GUESS AWAY!!!! 	1	0
At 8:22 a.m. on November 13th, 2015 Janae Desiree came into the world weighing 8lbs 1oz and measuring… https://instagram.com/p/-CBzwVKtuh/ 	1	0
@jackienoga13 @mazie_poelker I'm due in 3 days , buuut she could be here earlier or later. I'm hoping this weekend! 	1	0
